apicode,primary_screw,recip,sales_delivery_point
"49-005-43441","Gas Draw","Horse Creek","IGC"
"49-005-43442","Gas Draw","Horse Creek","IGC"
"49-005-43443","Gas Draw","Horse Creek","IGC"
"49-005-43859","Butcher","Baker Springs","Fort Union"
"49-005-43880","Butcher","Baker Springs","Fort Union"
"49-005-43881","Butcher","Baker Springs","Fort Union"
"49-005-43891","Butcher","Baker Springs","Fort Union"
"49-005-43892","Butcher","Baker Springs","Fort Union"
"49-005-44186","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-44328","Butcher","Baker Springs","Fort Union"
"49-005-44329","Butcher","Baker Springs","Fort Union"
"49-005-44332","Butcher","Baker Springs","Fort Union"
"49-005-44334","Butcher","Baker Springs","Fort Union"
"49-005-44337","Butcher","Baker Springs","Fort Union"
"49-005-44344","Butcher","Baker Springs","Fort Union"
"49-005-44345","Butcher","Baker Springs","Fort Union"
"49-005-44452","Butcher","Baker Springs","Fort Union"
"49-005-44695","Butcher","Baker Springs","Fort Union"
"49-005-45136","Winter Park","Vail","Fort Union"
"49-005-45137","Winter Park","Vail","Fort Union"
"49-005-45138","Winter Park","Vail","Fort Union"
"49-005-45139","Winter Park","Vail","Fort Union"
"49-005-45140","Winter Park","Vail","Fort Union"
"49-005-45141","Winter Park","Vail","Fort Union"
"49-005-45416","Dry Willow","Dry Willow","Thunder Creek"
"49-005-45417","Dry Willow","Dry Willow","Thunder Creek"
"49-005-45418","Dry Willow","Dry Willow","Thunder Creek"
"49-005-45419","Dry Willow","Dry Willow","Thunder Creek"
"49-005-45838","Tessmocker","Clarkelen","Fort Union"
"49-005-46577","Butcher","Baker Springs","Fort Union"
"49-005-46578","Butcher","Baker Springs","Fort Union"
"49-005-46579","Butcher","Baker Springs","Fort Union"
"49-005-46580","Butcher","Baker Springs","Fort Union"
"49-005-46583","Butcher","Baker Springs","Fort Union"
"49-005-46584","Butcher","Baker Springs","Fort Union"
"49-005-46585","Butcher","Baker Springs","Fort Union"
"49-005-46586","Butcher","Baker Springs","Fort Union"
"49-005-46587","Butcher","Baker Springs","Fort Union"
"49-005-46588","Butcher","Baker Springs","Fort Union"
"49-005-46688","Tabitha","ontgomery","Fort Union"
"49-005-46689","Tabitha","ontgomery","Fort Union"
"49-005-46690","Tabitha","ontgomery","Fort Union"
"49-005-46691","Tabitha","ontgomery","Fort Union"
"49-005-46692","Tabitha","ontgomery","Fort Union"
"49-005-46693","Tabitha","ontgomery","Fort Union"
"49-005-46694","Tabitha","ontgomery","Fort Union"
"49-005-46695","Tabitha","ontgomery","Fort Union"
"49-005-47629","Dry Willow","Dry Willow","Thunder Creek"
"49-005-47630","Dry Willow","Dry Willow","Thunder Creek"
"49-005-47631","Dry Willow","Dry Willow","Thunder Creek"
"49-005-47632","Dry Willow","Dry Willow","Thunder Creek"
"49-005-47946","Croton","Echeta","Fort Union"
"49-005-47950","Croton","Echeta","Fort Union"
"49-005-47951","Croton","Echeta","Fort Union"
"49-005-47952","Croton","Echeta","Fort Union"
"49-005-47953","Croton","Echeta","Fort Union"
"49-005-47954","Croton","Echeta","Fort Union"
"49-005-47955","Croton","Echeta","Fort Union"
"49-005-47957","Croton","Echeta","Fort Union"
"49-005-47959","Croton","Echeta","Fort Union"
"49-005-47961","Croton","Echeta","Fort Union"
"49-005-47962","Croton","Echeta","Fort Union"
"49-005-47963","Croton","Echeta","Fort Union"
"49-005-47964","Croton","Echeta","Fort Union"
"49-005-47965","Croton","Echeta","Fort Union"
"49-005-47966","Croton","Echeta","Fort Union"
"49-005-47967","Croton","Echeta","Fort Union"
"49-005-47968","Croton","Echeta","Fort Union"
"49-005-47969","Croton","Echeta","Fort Union"
"49-005-47970","Croton","Echeta","Fort Union"
"49-005-47971","Croton","Echeta","Fort Union"
"49-005-47972","Croton","Echeta","Fort Union"
"49-005-47973","Croton","Echeta","Fort Union"
"49-005-47974","Croton","Echeta","Fort Union"
"49-005-47975","Croton","Echeta","Fort Union"
"49-005-47976","Croton","Echeta","Fort Union"
"49-005-47977","Croton","Echeta","Fort Union"
"49-005-47978","Croton","Echeta","Fort Union"
"49-005-47979","Croton","Echeta","Fort Union"
"49-005-47980","Croton","Echeta","Fort Union"
"49-005-47981","Croton","Echeta","Fort Union"
"49-005-47982","Croton","Echeta","Fort Union"
"49-005-47983","Croton","Echeta","Fort Union"
"49-005-47984","Croton","Echeta","Fort Union"
"49-005-47985","Croton","Echeta","Fort Union"
"49-005-47986","Croton","Echeta","Fort Union"
"49-005-47987","Croton","Echeta","Fort Union"
"49-005-47988","Croton","Echeta","Fort Union"
"49-005-47989","Croton","Echeta","Fort Union"
"49-005-47990","Croton","Echeta","Fort Union"
"49-005-47991","Croton","Echeta","Fort Union"
"49-005-47992","Croton","Echeta","Fort Union"
"49-005-47993","Croton","Echeta","Fort Union"
"49-005-47994","Croton","Echeta","Fort Union"
"49-005-47995","Croton","Echeta","Fort Union"
"49-005-47996","Croton","Echeta","Fort Union"
"49-005-47997","Croton","Echeta","Fort Union"
"49-005-47998","Croton","Echeta","Fort Union"
"49-005-47999","Croton","Echeta","Fort Union"
"49-005-48000","Croton","Echeta","Fort Union"
"49-005-48001","Croton","Echeta","Fort Union"
"49-005-48002","Croton","Echeta","Fort Union"
"49-005-48003","Croton","Echeta","Fort Union"
"49-005-48004","Croton","Echeta","Fort Union"
"49-005-48006","Croton","Echeta","Fort Union"
"49-005-48007","Croton","Echeta","Fort Union"
"49-005-48008","Croton","Echeta","Fort Union"
"49-005-48009","Croton","Echeta","Fort Union"
"49-005-48010","Croton","Echeta","Fort Union"
"49-005-48011","Croton","Echeta","Fort Union"
"49-005-48012","Croton","Echeta","Fort Union"
"49-005-48013","Croton","Echeta","Fort Union"
"49-005-48014","Croton","Echeta","Fort Union"
"49-005-48015","Croton","Echeta","Fort Union"
"49-005-48016","Croton","Echeta","Fort Union"
"49-005-48017","Croton","Echeta","Fort Union"
"49-005-48130","Sycamore","ontgomery","Fort Union"
"49-005-48342","Sagebrush","Jaq/Newport/Pumpkin","Fort Union"
"49-005-48343","Sagebrush","Jaq/Newport/Pumpkin","Fort Union"
"49-005-48344","Sagebrush","Jaq/Newport/Pumpkin","Fort Union"
"49-005-48468","Tabitha","ontgomery","Fort Union"
"49-005-48469","Tabitha","ontgomery","Fort Union"
"49-005-48470","Tabitha","ontgomery","Fort Union"
"49-005-48471","Tabitha","ontgomery","Fort Union"
"49-005-48472","Sagebrush","Jaq/Newport/Pumpkin","Fort Union"
"49-005-48473","Sagebrush","Jaq/Newport/Pumpkin","Fort Union"
"49-005-48474","Sagebrush","Jaq/Newport/Pumpkin","Fort Union"
"49-005-48488","Chicken","Horse Creek","IGC"
"49-005-48502","Chicken","Horse Creek","IGC"
"49-005-48517","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-48521","Chicken","Horse Creek","IGC"
"49-005-48526","Chicken","Horse Creek","IGC"
"49-005-48529","Chicken","Horse Creek","IGC"
"49-005-48534","Chicken","Horse Creek","IGC"
"49-005-48538","Chicken","Horse Creek","IGC"
"49-005-48543","Tabitha","ontgomery","Fort Union"
"49-005-48544","Tabitha","ontgomery","Fort Union"
"49-005-48548","Tabitha","ontgomery","Fort Union"
"49-005-48552","Chicken","Horse Creek","IGC"
"49-005-48553","Chicken","Horse Creek","IGC"
"49-005-48556","Chicken","Horse Creek","IGC"
"49-005-48558","Chicken","Horse Creek","IGC"
"49-005-48559","Chicken","Horse Creek","IGC"
"49-005-48560","Chicken","Horse Creek","IGC"
"49-005-48562","Chicken","Horse Creek","IGC"
"49-005-48563","Chicken","Horse Creek","IGC"
"49-005-48564","Tabitha","ontgomery","Fort Union"
"49-005-48567","Chicken","Horse Creek","IGC"
"49-005-48568","Tabitha","ontgomery","Fort Union"
"49-005-48569","Chicken","Horse Creek","IGC"
"49-005-48570","Tabitha","ontgomery","Fort Union"
"49-005-48571","Chicken","Horse Creek","IGC"
"49-005-48573","Chicken","Horse Creek","IGC"
"49-005-48601","Chicken","Horse Creek","IGC"
"49-005-48611","Chicken","Horse Creek","IGC"
"49-005-48613","Chicken","Horse Creek","IGC"
"49-005-48615","Chicken","Horse Creek","IGC"
"49-005-48616","Chicken","Horse Creek","IGC"
"49-005-48617","Chicken","Horse Creek","IGC"
"49-005-48618","Chicken","Horse Creek","IGC"
"49-005-48675","Croton","Echeta","Fort Union"
"49-005-48676","Croton","Echeta","Fort Union"
"49-005-48677","Croton","Echeta","Fort Union"
"49-005-48679","Croton","Echeta","Fort Union"
"49-005-48680","Croton","Echeta","Fort Union"
"49-005-48681","Croton","Echeta","Fort Union"
"49-005-48682","Croton","Echeta","Fort Union"
"49-005-48683","Croton","Echeta","Fort Union"
"49-005-48684","Croton","Echeta","Fort Union"
"49-005-48954","Butcher","Baker Springs","Fort Union"
"49-005-48955","Butcher","Baker Springs","Fort Union"
"49-005-48956","Butcher","Baker Springs","Fort Union"
"49-005-48961","Butcher","Baker Springs","Fort Union"
"49-005-48962","Butcher","Baker Springs","Fort Union"
"49-005-48963","Butcher","Baker Springs","Fort Union"
"49-005-48979","Butcher","Baker Springs","Fort Union"
"49-005-48980","Butcher","Baker Springs","Fort Union"
"49-005-48981","Butcher","Baker Springs","Fort Union"
"49-005-48982","Butcher","Baker Springs","Fort Union"
"49-005-48983","Butcher","Baker Springs","Fort Union"
"49-005-48984","Butcher","Baker Springs","Fort Union"
"49-005-48985","Butcher","Baker Springs","Fort Union"
"49-005-48987","Butcher","Baker Springs","Fort Union"
"49-005-48988","Butcher","Baker Springs","Fort Union"
"49-005-48989","Butcher","Baker Springs","Fort Union"
"49-005-48995","Gas Draw","Horse Creek","IGC"
"49-005-48996","Gas Draw","Horse Creek","IGC"
"49-005-49000","Croton","Echeta","Fort Union"
"49-005-49001","Croton","Echeta","Fort Union"
"49-005-49002","Croton","Echeta","Fort Union"
"49-005-49003","Butcher","Baker Springs","Fort Union"
"49-005-49004","Butcher","Baker Springs","Fort Union"
"49-005-49005","Butcher","Baker Springs","Fort Union"
"49-005-49006","Butcher","Baker Springs","Fort Union"
"49-005-49011","Butcher","Baker Springs","Fort Union"
"49-005-49012","Butcher","Baker Springs","Fort Union"
"49-005-49013","Butcher","Baker Springs","Fort Union"
"49-005-49014","Butcher","Baker Springs","Fort Union"
"49-005-49015","Butcher","Baker Springs","Fort Union"
"49-005-49016","Butcher","Baker Springs","Fort Union"
"49-005-49061","Dry Willow","Dry Willow","Thunder Creek"
"49-005-49062","Dry Willow","Dry Willow","Thunder Creek"
"49-005-49063","Dry Willow","Dry Willow","Thunder Creek"
"49-005-49064","Dry Willow","Dry Willow","Thunder Creek"
"49-005-49065","Dry Willow","Dry Willow","Thunder Creek"
"49-005-49114","Chicken","Horse Creek","IGC"
"49-005-49116","Chicken","Horse Creek","IGC"
"49-005-49118","Chicken","Horse Creek","IGC"
"49-005-49120","Chicken","Horse Creek","IGC"
"49-005-49121","Chicken","Horse Creek","IGC"
"49-005-49123","Gas Draw","Horse Creek","IGC"
"49-005-49124","Gas Draw","Horse Creek","IGC"
"49-005-49125","Chicken","Horse Creek","IGC"
"49-005-49126","Chicken","Horse Creek","IGC"
"49-005-49127","Chicken","Horse Creek","IGC"
"49-005-49133","Chicken","Horse Creek","IGC"
"49-005-49135","Chicken","Horse Creek","IGC"
"49-005-49142","Chicken","Horse Creek","IGC"
"49-005-49143","Chicken","Horse Creek","IGC"
"49-005-49144","Gas Draw","Horse Creek","IGC"
"49-005-49145","Gas Draw","Horse Creek","IGC"
"49-005-49146","Gas Draw","Horse Creek","IGC"
"49-005-49147","Gas Draw","Horse Creek","IGC"
"49-005-49148","Chicken","Horse Creek","IGC"
"49-005-49149","Chicken","Horse Creek","IGC"
"49-005-49150","Chicken","Horse Creek","IGC"
"49-005-49152","Gas Draw","Horse Creek","IGC"
"49-005-49154","Gas Draw","Horse Creek","IGC"
"49-005-49159","Butcher","Baker Springs","Fort Union"
"49-005-49160","Butcher","Baker Springs","Fort Union"
"49-005-49190","Tabitha","ontgomery","Fort Union"
"49-005-49219","ouse","Baker Springs","Fort Union"
"49-005-49220","ouse","Baker Springs","Fort Union"
"49-005-49321","Butcher","Baker Springs","Fort Union"
"49-005-49322","Butcher","Baker Springs","Fort Union"
"49-005-49323","Butcher","Baker Springs","Fort Union"
"49-005-49324","Butcher","Baker Springs","Fort Union"
"49-005-49325","Butcher","Baker Springs","Fort Union"
"49-005-49481","Butcher","Baker Springs","Fort Union"
"49-005-49483","Butcher","Baker Springs","Fort Union"
"49-005-49492","Butcher","Baker Springs","Fort Union"
"49-005-49493","Butcher","Baker Springs","Fort Union"
"49-005-49494","Butcher","Baker Springs","Fort Union"
"49-005-49496","Butcher","Baker Springs","Fort Union"
"49-005-49504","Butcher","Baker Springs","Fort Union"
"49-005-49505","Butcher","Baker Springs","Fort Union"
"49-005-49506","Butcher","Baker Springs","Fort Union"
"49-005-49507","Butcher","Baker Springs","Fort Union"
"49-005-49513","Butcher","Baker Springs","Fort Union"
"49-005-49514","Butcher","Baker Springs","Fort Union"
"49-005-49515","Butcher","Baker Springs","Fort Union"
"49-005-49516","Butcher","Baker Springs","Fort Union"
"49-005-49517","Butcher","Baker Springs","Fort Union"
"49-005-49519","Butcher","Baker Springs","Fort Union"
"49-005-49521","Butcher","Baker Springs","Fort Union"
"49-005-49522","Butcher","Baker Springs","Fort Union"
"49-005-49523","Butcher","Baker Springs","Fort Union"
"49-005-49567","Chicken","Horse Creek","IGC"
"49-005-49568","Gas Draw","Horse Creek","IGC"
"49-005-49569","Gas Draw","Horse Creek","IGC"
"49-005-49572","Gas Draw","Horse Creek","IGC"
"49-005-49573","Gas Draw","Horse Creek","IGC"
"49-005-49577","Butcher","Baker Springs","Fort Union"
"49-005-49647","Dry Willow","Dry Willow","Thunder Creek"
"49-005-49723","Butcher","Baker Springs","Fort Union"
"49-005-49724","Butcher","Baker Springs","Fort Union"
"49-005-49726","Butcher","Baker Springs","Fort Union"
"49-005-49727","Butcher","Baker Springs","Fort Union"
"49-005-49728","Butcher","Baker Springs","Fort Union"
"49-005-49729","Butcher","Baker Springs","Fort Union"
"49-005-49730","Butcher","Baker Springs","Fort Union"
"49-005-49731","Butcher","Baker Springs","Fort Union"
"49-005-49733","Butcher","Baker Springs","Fort Union"
"49-005-49745","Crenshaw Hill","organ Draw","Fort Union"
"49-005-49753","Opossum","Baker Springs","Fort Union"
"49-005-49754","Chicken","Horse Creek","IGC"
"49-005-49791","Butcher","Baker Springs","Fort Union"
"49-005-49792","Butcher","Baker Springs","Fort Union"
"49-005-49793","Butcher","Baker Springs","Fort Union"
"49-005-49794","Butcher","Baker Springs","Fort Union"
"49-005-49795","Butcher","Baker Springs","Fort Union"
"49-005-49796","Butcher","Baker Springs","Fort Union"
"49-005-49978","Butcher","Baker Springs","Fort Union"
"49-005-49986","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-49987","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-49988","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-49989","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-49990","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-49991","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-50021","Surfer","alibu","Fort Union"
"49-005-50022","ission","alibu","Fort Union"
"49-005-50023","Surfer","alibu","Fort Union"
"49-005-50024","Surfer","alibu","Fort Union"
"49-005-50025","Surfer","alibu","Fort Union"
"49-005-50026","Surfer","alibu","Fort Union"
"49-005-50027","Surfer","alibu","Fort Union"
"49-005-50029","Surfer","alibu","Fort Union"
"49-005-50030","Surfer","alibu","Fort Union"
"49-005-50031","Surfer","alibu","Fort Union"
"49-005-50032","Surfer","alibu","Fort Union"
"49-005-50033","Surfer","alibu","Fort Union"
"49-005-50034","Surfer","alibu","Fort Union"
"49-005-50035","Surfer","alibu","Fort Union"
"49-005-50036","Surfer","alibu","Fort Union"
"49-005-50037","Surfer","alibu","Fort Union"
"49-005-50038","Surfer","alibu","Fort Union"
"49-005-50039","Surfer","alibu","Fort Union"
"49-005-50040","Surfer","alibu","Fort Union"
"49-005-50041","Surfer","alibu","Fort Union"
"49-005-50042","Surfer","alibu","Fort Union"
"49-005-50043","Surfer","alibu","Fort Union"
"49-005-50044","Pearson Draw","South Prong","Fort Union"
"49-005-50045","Pearson Draw","South Prong","Fort Union"
"49-005-50046","Pearson Draw","South Prong","Fort Union"
"49-005-50048","Pearson Draw","South Prong","Fort Union"
"49-005-50049","Pearson Draw","South Prong","Fort Union"
"49-005-50050","Pearson Draw","South Prong","Fort Union"
"49-005-50051","Surfer","alibu","Fort Union"
"49-005-50052","Surfer","alibu","Fort Union"
"49-005-50053","Surfer","alibu","Fort Union"
"49-005-50054","Surfer","alibu","Fort Union"
"49-005-50055","Surfer","alibu","Fort Union"
"49-005-50056","Surfer","alibu","Fort Union"
"49-005-50057","Surfer","alibu","Fort Union"
"49-005-50058","Surfer","alibu","Fort Union"
"49-005-50059","Surfer","alibu","Fort Union"
"49-005-50060","Pearson Draw","South Prong","Fort Union"
"49-005-50061","Pearson Draw","South Prong","Fort Union"
"49-005-50062","Pearson Draw","South Prong","Fort Union"
"49-005-50063","Pearson Draw","South Prong","Fort Union"
"49-005-50064","Pearson Draw","South Prong","Fort Union"
"49-005-50065","Pearson Draw","South Prong","Fort Union"
"49-005-50066","Pearson Draw","South Prong","Fort Union"
"49-005-50067","Pearson Draw","South Prong","Fort Union"
"49-005-50090","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-50093","Oneok House Creek #24","Oneok House Creek Booster","Thunder Creek"
"49-005-50179","Gas Draw","Horse Creek","IGC"
"49-005-50182","Gas Draw","Horse Creek","IGC"
"49-005-50183","Gas Draw","Horse Creek","IGC"
"49-005-50189","Gas Draw","Horse Creek","IGC"
"49-005-50194","Gas Draw","Horse Creek","IGC"
"49-005-50197","Gas Draw","Horse Creek","IGC"
"49-005-50199","Gas Draw","Horse Creek","IGC"
"49-005-50224","Gas Draw","Horse Creek","IGC"
"49-005-50225","Gas Draw","Horse Creek","IGC"
"49-005-50227","Gas Draw","Horse Creek","IGC"
"49-005-50228","Gas Draw","Horse Creek","IGC"
"49-005-50246","Dry Willow","Dry Willow","Thunder Creek"
"49-005-50247","Crenshaw Hill","organ Draw","Fort Union"
"49-005-50261","Chicken","Horse Creek","IGC"
"49-005-50268","Crenshaw Hill","organ Draw","Fort Union"
"49-005-50269","Butcher","Baker Springs","Fort Union"
"49-005-50275","Sycamore","ontgomery","Fort Union"
"49-005-50358","Gas Draw","Horse Creek","IGC"
"49-005-50360","Gas Draw","Horse Creek","IGC"
"49-005-50517","Gas Draw","Horse Creek","IGC"
"49-005-50526","Gas Draw","Horse Creek","IGC"
"49-005-50527","Gas Draw","Horse Creek","IGC"
"49-005-50528","Chicken","Horse Creek","IGC"
"49-005-50532","Chicken","Horse Creek","IGC"
"49-005-50536","Sycamore","ontgomery","Fort Union"
"49-005-50553","Sycamore","ontgomery","Fort Union"
"49-005-50622","Chicken","Horse Creek","IGC"
"49-005-50641","ouse","Baker Springs","Fort Union"
"49-005-50643","Dallas","Fletcher/Tex","Fort Union"
"49-005-50644","Dallas","Fletcher/Tex","Fort Union"
"49-005-50645","Dallas","Fletcher/Tex","Fort Union"
"49-005-50646","Dallas","Fletcher/Tex","Fort Union"
"49-005-50755","Butcher","Baker Springs","Fort Union"
"49-005-50756","Butcher","Baker Springs","Fort Union"
"49-005-50757","Butcher","Baker Springs","Fort Union"
"49-005-50758","Butcher","Baker Springs","Fort Union"
"49-005-50759","Butcher","Baker Springs","Fort Union"
"49-005-50901","Surfer","alibu","Fort Union"
"49-005-50902","Surfer","alibu","Fort Union"
"49-005-50903","Surfer","alibu","Fort Union"
"49-005-50904","Surfer","alibu","Fort Union"
"49-005-50918","Butcher","Baker Springs","Fort Union"
"49-005-50919","Butcher","Baker Springs","Fort Union"
"49-005-50920","Butcher","Baker Springs","Fort Union"
"49-005-50921","Butcher","Baker Springs","Fort Union"
"49-005-50972","Croton","Echeta","Fort Union"
"49-005-51012","Sycamore","ontgomery","Fort Union"
"49-005-51014","Sycamore","ontgomery","Fort Union"
"49-005-51037","Butcher","Baker Springs","Fort Union"
"49-005-51044","Winter Park","Vail","Fort Union"
"49-005-51045","Winter Park","Vail","Fort Union"
"49-005-51046","Winter Park","Vail","Fort Union"
"49-005-51047","Winter Park","Vail","Fort Union"
"49-005-51048","Winter Park","Vail","Fort Union"
"49-005-51079","Chicken","Horse Creek","IGC"
"49-005-51093","Pearson Draw","South Prong","Fort Union"
"49-005-51094","Pearson Draw","South Prong","Fort Union"
"49-005-51098","ouse","Baker Springs","Fort Union"
"49-005-51101","ouse","Baker Springs","Fort Union"
"49-005-51102","ouse","Baker Springs","Fort Union"
"49-005-51108","Butcher","Baker Springs","Fort Union"
"49-005-51109","Butcher","Baker Springs","Fort Union"
"49-005-51110","Butcher","Baker Springs","Fort Union"
"49-005-51111","Butcher","Baker Springs","Fort Union"
"49-005-51120","Sycamore","ontgomery","Fort Union"
"49-005-51121","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51122","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51123","Wildcat","organ Draw","Fort Union"
"49-005-51124","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51125","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51126","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51127","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51149","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51150","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51153","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51156","Crenshaw Hill","organ Draw","Fort Union"
"49-005-51177","Wildcat","organ Draw","Fort Union"
"49-005-51259","Sycamore","ontgomery","Fort Union"
"49-005-51275","Butcher","Baker Springs","Fort Union"
"49-005-51454","Butcher","Baker Springs","Fort Union"
"49-005-51634","Butcher","Baker Springs","Fort Union"
"49-005-51637","Butcher","Baker Springs","Fort Union"
"49-005-51639","Butcher","Baker Springs","Fort Union"
"49-005-51641","Butcher","Baker Springs","Fort Union"
"49-005-51644","Butcher","Baker Springs","Fort Union"
"49-005-51646","Butcher","Baker Springs","Fort Union"
"49-005-51648","Butcher","Baker Springs","Fort Union"
"49-005-51650","Butcher","Baker Springs","Fort Union"
"49-005-51793","Butcher","Baker Springs","Fort Union"
"49-005-51794","Butcher","Baker Springs","Fort Union"
"49-005-51795","Butcher","Baker Springs","Fort Union"
"49-005-51796","Butcher","Baker Springs","Fort Union"
"49-005-51797","Butcher","Baker Springs","Fort Union"
"49-005-51798","Butcher","Baker Springs","Fort Union"
"49-005-51799","Butcher","Baker Springs","Fort Union"
"49-005-51800","Butcher","Baker Springs","Fort Union"
"49-005-51801","Butcher","Baker Springs","Fort Union"
"49-005-51819","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51820","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51821","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51823","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51824","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51825","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51826","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51827","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51828","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51829","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51830","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-51831","West Pine Tree","West Pine Tree 2024","Thunder Creek"
"49-005-52006","Sycamore","ontgomery","Fort Union"
"49-005-52059","Sycamore","ontgomery","Fort Union"
"49-005-52061","Sycamore","ontgomery","Fort Union"
"49-005-52063","Sycamore","ontgomery","Fort Union"
"49-005-52065","Sycamore","ontgomery","Fort Union"
"49-005-52067","Sycamore","ontgomery","Fort Union"
"49-005-52069","Sycamore","ontgomery","Fort Union"
"49-005-52071","Sycamore","ontgomery","Fort Union"
"49-005-52073","Sycamore","ontgomery","Fort Union"
"49-005-52075","Sycamore","ontgomery","Fort Union"
"49-005-52077","Sycamore","ontgomery","Fort Union"
"49-005-52079","Sycamore","ontgomery","Fort Union"
"49-005-52081","Sycamore","ontgomery","Fort Union"
"49-005-52091","Wildcat","organ Draw","Fort Union"
"49-005-52092","Wildcat","organ Draw","Fort Union"
"49-005-52093","Wildcat","organ Draw","Fort Union"
"49-005-52096","Wildcat","organ Draw","Fort Union"
"49-005-52117","ustang","ontgomery","Fort Union"
"49-005-52261","Wildcat","organ Draw","Fort Union"
"49-005-52263","Crenshaw Hill","organ Draw","Fort Union"
"49-005-52265","Crenshaw Hill","organ Draw","Fort Union"
"49-005-52267","Crenshaw Hill","organ Draw","Fort Union"
"49-005-52269","Crenshaw Hill","organ Draw","Fort Union"
"49-005-52271","Wildcat","organ Draw","Fort Union"
"49-005-52386","Wildcat","organ Draw","Fort Union"
"49-005-52387","Wildcat","organ Draw","Fort Union"
"49-005-52389","Pearson Draw","South Prong","Fort Union"
"49-005-52390","Pearson Draw","South Prong","Fort Union"
"49-005-52391","Pearson Draw","South Prong","Fort Union"
"49-005-52392","Pearson Draw","South Prong","Fort Union"
"49-005-52393","Pearson Draw","South Prong","Fort Union"
"49-005-52396","Wildcat","organ Draw","Fort Union"
"49-005-52399","Pearson Draw","South Prong","Fort Union"
"49-005-52401","Pearson Draw","South Prong","Fort Union"
"49-005-52403","Pearson Draw","South Prong","Fort Union"
"49-005-52404","Pearson Draw","South Prong","Fort Union"
"49-005-52405","Pearson Draw","South Prong","Fort Union"
"49-005-52406","Pearson Draw","South Prong","Fort Union"
"49-005-52408","Crenshaw Hill","organ Draw","Fort Union"
"49-005-52409","Pearson Draw","South Prong","Fort Union"
"49-005-52410","Wildcat","organ Draw","Fort Union"
"49-005-52411","Pearson Draw","South Prong","Fort Union"
"49-005-52412","Pearson Draw","South Prong","Fort Union"
"49-005-52413","Pearson Draw","South Prong","Fort Union"
"49-005-52414","Pearson Draw","South Prong","Fort Union"
"49-005-52415","Pearson Draw","South Prong","Fort Union"
"49-005-52417","Wildcat","organ Draw","Fort Union"
"49-005-52455","Gas Draw","Horse Creek","IGC"
"49-005-52456","Gas Draw","Horse Creek","IGC"
"49-005-52457","Gas Draw","Horse Creek","IGC"
"49-005-52458","Gas Draw","Horse Creek","IGC"
"49-005-52459","Gas Draw","Horse Creek","IGC"
"49-005-52460","Gas Draw","Horse Creek","IGC"
"49-005-52461","Gas Draw","Horse Creek","IGC"
"49-005-52462","Gas Draw","Horse Creek","IGC"
"49-005-52464","Gas Draw","Horse Creek","IGC"
"49-005-52465","Gas Draw","Horse Creek","IGC"
"49-005-52466","Gas Draw","Horse Creek","IGC"
"49-005-52467","Gas Draw","Horse Creek","IGC"
"49-005-52468","Gas Draw","Horse Creek","Fort Union"
"49-005-52469","Gas Draw","Horse Creek","Fort Union"
"49-005-52616","Wildcat","organ Draw","Fort Union"
"49-005-52634","ustang","ontgomery","Fort Union"
"49-005-52966","Sycamore","ontgomery","Fort Union"
"49-005-52972","Sycamore","ontgomery","Fort Union"
"49-005-52973","Sycamore","ontgomery","Fort Union"
"49-005-52974","Sycamore","ontgomery","Fort Union"
"49-005-52975","Sycamore","ontgomery","Fort Union"
"49-005-52976","Sycamore","ontgomery","Fort Union"
"49-005-52977","Crenshaw Hill","organ Draw","Fort Union"
"49-005-52978","Crenshaw Hill","organ Draw","Fort Union"
